UniqueFireIdentifier,IncidentName,FireDiscoveryDateTime,FireCause,DailyAcres,EstimatedCostToDate,FireMgmtComplexity,FireToDate,POOCounty,POOState,POOLandownerKind,IncidentTypeCategory,PredominantFuelGroup,FireDiscoveryYear,FireDiscoveryMonth,key,Residences Threatened,Residences Destroyed,Other Structures Threatened,Other Structures Destroyed,Number Injuries,Number Fatalities,Final Fire Acre Quantity
2019-VAVAF-190199,Kennedy Peak,2019-11-14 21:01:00+00:00,Human,745.0,600000.0,Type 4 Incident,2019/11/25 12:59:59+00,Page,US-VA,Federal,WF,,2019,11,2019-11-14VAPAGE,,,,,,,
2019-FLFLS-180157,TWO ALPHA (06),2019-07-03 06:43:59+00:00,Natural,15000.0,3781.0,Type 5 Incident,2019/07/08 18:45:00+00,Palm Beach,US-FL,,WF,,2019,7,2019-07-03FLPALM BEACH,0.0,0.0,0.0,0.0,0.0,0.0,21100.0
2014-COSJF-000977,Four Mile,2014-07-16 13:50:00+00:00,Natural,0.1,0.0,,,Archuleta,US-CO,Federal,WF,,2014,7,2014-07-16COARCHULETA,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2017-MSMSS-004985,Whippoorwill RD,2017-12-04 22:15:00+00:00,,206.0,41200.0,Type 4 Incident,2017/12/04 23:00:00+00,Desoto,US-MS,,WF,,2017,12,2017-12-04MSDESOTO,,,,,,,
2015-WACOF-000867,NORTH BOULDER 2,2015-07-20 20:57:00+00:00,Natural,232.0,151788.0,Type 4 Incident,2015/08/09 12:59:59+00,Ferry,US-WA,Federal,WF,,2015,7,2015-07-20WAFERRY,,,,,,,
2016-GAGAS-010217,Fox Mountain FIre,2016-10-04 22:15:00+00:00,Human,2083.0,345167.0,Type 2 Incident,2016/10/19 12:00:00+00,Dade,US-GA,,WF,,2016,10,2016-10-04GADADE,,,,,,,
2016-OKOKS-160032,ClearLake 149/22,2016-11-27 21:30:00+00:00,Human,2500.0,27000.0,Type 3 Incident,2016/11/29 18:00:00+00,Beaver,US-OK,,WF,,2016,11,2016-11-27OKBEAVER,,,,,,,
2016-OKECU-160089,ROCK PIT FIRE,2016-02-17 20:29:59+00:00,Human,260.0,500.0,Type 4 Incident,2016/02/17 23:15:00+00,Le Flore,US-OK,,WF,,2016,2,2016-02-17OKLE FLORE,,,,,,,
2015-IDNCF-000698,Little Green,2015-08-11 13:08:00+00:00,Natural,1383.0,15000.0,,,Idaho,US-ID,Federal,WF,,2015,8,2015-08-11IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,2.25
2015-WASPD-050321,MONUMENT,2015-06-30 14:55:00+00:00,Undetermined,1965.0,160000.0,Type 2 Incident,2015/07/03 00:59:59+00,Grant,US-WA,Federal,WF,,2015,6,2015-06-30WAGRANT,,,,,,,
2015-IDNCF-000722,Wolf 1,2015-08-11 19:04:00+00:00,Natural,3.0,1000.0,,,Clearwater,US-ID,Federal,WF,,2015,8,2015-08-11IDCLEARWATER,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2017-NVWID-020333,Thacker,2017-09-15 22:34:00+00:00,Natural,251.81,250000.0,Type 4 Incident,2017/09/17 12:59:59+00,Humboldt,US-NV,Federal,WF,,2017,9,2017-09-15NVHUMBOLDT,0.0,0.0,0.0,0.0,0.0,0.0,251.81
2018-AKMID-000LF1,MID Burn Piles 2018,2018-02-08 22:29:55+00:00,Human,96.6,0.0,,,Fairbanks North Star,US-AK,Federal,RX,,2018,2,2018-02-08AKFAIRBANKS NORTH STAR,,,,,,,
2018-ORVAD-000163,Twin Springs,2018-08-07 18:35:00+00:00,Unknown,305.0,500000.0,Type 4 Incident,2018/08/07 23:00:00+00,Malheur,US-OR,Federal,WF,,2018,8,2018-08-07ORMALHEUR,,,,,,,
2016-MTCES-002404,Blue Lake,2016-07-21 21:42:00+00:00,Natural,750.0,275000.0,Type 4 Incident,2016/09/02 00:00:00+00,Madison,US-MT,Federal,WF,,2016,7,2016-07-21MTMADISON,0.0,0.0,0.0,0.0,0.0,0.0,1490.0
2016-NCNCS-160122,CARRINGER ROAD,2016-04-09 15:00:00+00:00,Human,105.0,134475.0,Type 4 Incident,2016/04/10 00:00:00+00,Graham,US-NC,,WF,,2016,4,2016-04-09NCGRAHAM,8.0,0.0,6.0,0.0,0.0,0.0,220.56
2015-IDBOD-000889,SODA,2015-08-10 19:09:59+00:00,Undetermined,279144.0,6250000.0,Type 3 Incident,2015/08/23 12:00:00+00,Owyhee,US-ID,,WF,,2015,8,2015-08-10IDOWYHEE,,,,,,,
2020-ALPRI-200512-2,Deakle Road Fire,2020-05-12 14:39:59+00:00,Unknown,1090.0,141000.0,Type 3 Incident,2020/05/18 12:00:00+00,Mobile,US-AL,Private,WF,,2020,5,2020-05-12ALMOBILE,10.0,0.0,0.0,1.0,0.0,0.0,1165.0
2014-AKKKS-403140,Funny River,2014-05-20 00:03:49+00:00,Unknown,196610.0,11498922.0,Type 4 Incident,,Kenai Peninsula,US-AK,Federal,WF,,2014,5,2014-05-20AKKENAI PENINSULA,,,,,,,
2020-MNDLR-000012,HOYKENS SOUTH,2020-05-08 20:29:59+00:00,Human,320.0,5000.0,Type 4 Incident,2020/05/09 02:00:00+00,Clay,US-MN,,WF,,2020,5,2020-05-08MNCLAY,,,,,,,
2016-ALALF-165602,Bear Creek,2016-04-06 19:22:59+00:00,Human,192.0,12000.0,Type 5 Incident,2016/04/08 17:29:59+00,Escambia,US-AL,Federal,WF,,2016,4,2016-04-06ALESCAMBIA,,,,,,,
2017-FLFLS-070247,Leno Rd,2017-04-08 17:15:00+00:00,,40.0,12122.0,Type 4 Incident,2017/04/12 23:00:00+00,Clay,US-FL,,WF,,2017,4,2017-04-08FLCLAY,14.0,0.0,0.0,1.0,0.0,0.0,40.0
2015-CAHUU-005606,Humboldt Complex,2015-07-30 21:59:59+00:00,Natural,4883.0,30560608.0,Type 3 Incident,2015/08/17 12:59:59+00,Humboldt,US-CA,,WF,,2015,7,2015-07-30CAHUMBOLDT,,,,,,,
2020-TNTNS-100005,Macedonia Road #1,2020-10-09 17:29:59+00:00,Human,100.0,2000.0,Type 5 Incident,2020/11/19 20:29:59+00,Morgan,US-TN,,WF,,2020,10,2020-10-09TNMORGAN,,,,,,,
2018-COMFX-000223,THORNBURG,2018-07-07 01:30:00+00:00,Natural,1636.0,60000.0,Type 3 Incident,2018/07/08 00:00:00+00,Moffat,US-CO,,WF,,2018,7,2018-07-07COMOFFAT,,,,,,,
2018-NCNCS-180028,Will Lucas Rd,2018-04-06 18:01:59+00:00,Human,125.0,20000.0,Type 4 Incident,2018/04/07 00:00:00+00,Harnett,US-NC,,WF,,2018,4,2018-04-06NCHARNETT,3.0,0.0,4.0,0.0,0.0,0.0,83.84
2019-WASES-000324,PIPELINE ,2019-07-24 01:25:00+00:00,Unknown,6515.0,948987.0,Type 2 Incident,2019/07/29 00:59:59+00,Kittitas,US-WA,,WF,,2019,7,2019-07-24WAKITTITAS,,,,,,,
2015-WASPD-000363,BEEZLEY HILL,2015-07-05 10:08:00+00:00,Undetermined,1796.0,100000.0,Type 3 Incident,2015/07/07 13:30:00+00,Grant,US-WA,,WF,,2015,7,2015-07-05WAGRANT,,,,,,,
2017-OKNEU-170207,Persimmon Ridge,2017-03-21 00:14:59+00:00,Human,3700.0,7000.0,Type 4 Incident,2017/03/22 00:00:00+00,Cherokee,US-OK,,WF,,2017,3,2017-03-21OKCHEROKEE,,,,,,,
2016-KYKYS-16-3077,Earl Grubb Hollow,2016-11-18 18:30:00+00:00,Human,110.0,4905.04,Type 5 Incident,2016/11/22 12:59:59+00,Clay,US-KY,,WF,,2016,11,2016-11-18KYCLAY,7.0,0.0,2.0,0.0,0.0,0.0,133.0
2016-ORBUD-006064,Orejana Flat,2016-08-07 23:44:00+00:00,Natural,897.0,500000.0,Type 3 Incident,2016/08/12 03:00:00+00,Harney,US-OR,Federal,WF,,2016,8,2016-08-07ORHARNEY,,,,,,,
2017-PAPAS-06171003,Sugar Run,2017-04-11 16:44:59+00:00,,200.0,10000.0,Type 4 Incident,2017/04/11 16:44:59+00,Blair,US-PA,,WF,,2017,4,2017-04-11PABLAIR,0.0,0.0,1.0,0.0,0.0,0.0,295.1
2017-WASES-000532,TEANAWAY RIVER,2017-10-06 20:32:59+00:00,Undetermined,341.0,587000.0,Type 3 Incident,2017/10/10 12:59:59+00,Kittitas,US-WA,,WF,,2017,10,2017-10-06WAKITTITAS,,,,,,,
2015-OKWEA-015024,358,2015-02-14 01:30:00+00:00,Human,1.0,1000.0,,,Seminole,US-OK,,WF,,2015,2,2015-02-14OKSEMINOLE,,,,,,,
2014-OKANA-001472,BIG 9,2014-12-29 20:29:59+00:00,Human,3.5,2000.0,,,Caddo,US-OK,,WF,,2014,12,2014-12-29OKCADDO,,,,,,,
2017-WASPS-000134,SCATTER CREEK,2017-08-22 20:35:59+00:00,Undetermined,384.0,1280000.0,Type 3 Incident,2017/08/29 23:29:59+00,Thurston,US-WA,,WF,,2017,8,2017-08-22WATHURSTON,,,,,,,
2016-NMN2S-000505,404,2016-07-24 21:56:13+00:00,Natural,360.0,15000.0,Type 4 Incident,2016/08/01 14:00:00+00,Colfax,US-NM,,WF,,2016,7,2016-07-24NMCOLFAX,0.0,0.0,0.0,0.0,0.0,0.0,494.3
2015-AKTAD-000676,Flat Creek,2015-06-24 06:00:28+00:00,Natural,127.9,0.0,,,Denali,US-AK,Federal,WF,,2015,6,2015-06-24AKDENALI,,,,,,,
2019-CAMDF-000509,TUCKER,2019-07-28 22:41:59+00:00,Human,14217.0,3745000.0,Type 2 Incident,2019/08/03 00:14:59+00,Modoc,US-CA,Federal,WF,,2019,7,2019-07-28CAMODOC,,,,,,,
2014-OKOMA-014090,WITHROW,2014-11-30 18:59:59+00:00,Human,29.0,3000.0,,,Okmulgee,US-OK,,WF,,2014,11,2014-11-30OKOKMULGEE,,,,,,,
2015-MSPRI-SCD 03,Robinson Rd,2015-10-14 20:29:59+00:00,Human,1.0,850.0,Type 4 Incident,2015/10/14 20:29:59+00,Jones,US-MS,,WF,,2015,10,2015-10-14MSJONES,9.0,1.0,6.0,6.0,0.0,0.0,8.0
2017-WAOWF-000458,UNO PEAK,2017-08-31 03:17:59+00:00,Human,9500.0,7000000.0,Type 4 Incident,2017/11/06 15:00:00+00,Chelan,US-WA,Federal,WF,,2017,8,2017-08-31WACHELAN,,,,,,,
2017-CALNU-010104,CENTRAL LNU COMPLEX,2017-10-09 12:45:00+00:00,,110720.0,102000000.0,Type 3 Incident,2017/10/31 00:59:59+00,Sonoma,US-CA,,WF,,2017,10,2017-10-09CASONOMA,0.0,0.0,0.0,0.0,0.0,0.0,172000.0
2018-COLSX-000615,Broken Ranch ,2018-04-17 18:59:59+00:00,Unknown,726.0,0.0,Type 4 Incident,2018/04/17 18:59:59+00,Las Animas,US-CO,,WF,,2018,4,2018-04-17COLAS ANIMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.001
2019-AKGAD-000604,Bear Creek ,2019-07-18 00:55:00+00:00,Natural,2826.9,5000.0,Type 4 Incident,2019/07/26 06:00:00+00,Yukon-Koyukuk,US-AK,,WF,,2019,7,2019-07-18AKYUKON-KOYUKUK,,,,,,,
2015-ORBUD-005112,Beaver Creek,2015-08-10 20:10:00+00:00,Natural,360.0,225000.0,Type 3 Incident,2015/08/13 14:00:00+00,Harney,US-OR,Federal,WF,,2015,8,2015-08-10ORHARNEY,,,,,,,
2017-MTLG23-700531,Bruner Mountain,2017-07-27 23:15:00+00:00,Natural,418.0,1400000.0,Type 1 Incident,2017/08/02 00:59:59+00,Musselshell,US-MT,,WF,,2017,7,2017-07-27MTMUSSELSHELL,15.0,0.0,0.0,33.0,0.0,0.0,836.1
2015-AKTAS-513285,Tanana Slough,2015-06-14 23:51:54+00:00,Natural,721.6,2480050.0,Type 3 Incident,2015/06/30 05:00:00+00,Southeast Fairbanks,US-AK,Other,WF,,2015,6,2015-06-14AKSOUTHEAST FAIRBANKS,,,,,,,
2018-NVELD-040110,Sampson Creek,2018-07-18 19:34:00+00:00,Human,218.0,450000.0,Type 3 Incident,2018/07/20 02:00:00+00,White Pine,US-NV,Federal,WF,,2018,7,2018-07-18NVWHITE PINE,0.0,0.0,0.0,0.0,0.0,0.0,218.0
2021-FLBCP-000267,Turner River,2021-03-14 20:32:59+00:00,Human,6245.0,669962.58,Type 4 Incident,2021/03/18 19:30:00+00,Collier,US-FL,Federal,WF,Timber,2021,3,2021-03-14FLCOLLIER,,,,,,,
2018-AZPNF-001130,Stubbs,2018-07-08 23:42:00+00:00,Natural,8500.0,145000.0,Type 5 Incident,2018/08/09 14:00:00+00,Yavapai,US-AZ,Federal,WF,,2018,7,2018-07-08AZYAVAPAI,1.0,0.0,0.0,0.0,0.0,0.0,5.1
2020-COPLX-000316,County Rd 49,2020-06-30 22:45:56+00:00,Unknown,750.0,5000.0,Type 4 Incident,2020/07/02 01:30:00+00,Phillips,US-CO,Private,WF,,2020,6,2020-06-30COPHILLIPS,0.0,0.0,0.0,0.0,0.0,0.0,750.0
2016-NVCCD-030401,Rock,2016-07-29 01:31:59+00:00,Natural,2293.0,500000.0,Type 2 Incident,2016/07/31 04:30:00+00,Washoe,US-NV,Federal,WF,,2016,7,2016-07-29NVWASHOE,0.0,6.0,0.0,6.0,3.0,0.0,76011.0
2020-CAMNF-000753,AUGUST COMPLEX,2020-08-17 18:44:38+00:00,Unknown,1032648.0,115511217.89,Type 2 Incident,2020/11/11 22:30:00+00,Glenn,US-CA,Federal,CX,,2020,8,2020-08-17CAGLENN,0.0,0.0,0.0,0.0,0.0,0.0,341.1
2015-IDNCF-000948,WILDERNESS COMPLEX,2015-08-21 18:59:59+00:00,Natural,20695.0,283500.0,Type 3 Incident,2015/10/29 21:00:00+00,Idaho,US-ID,,WF,,2015,8,2015-08-21IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2020-FLFLS-050151,WEST BOUNDARY,2020-05-23 04:50:59+00:00,Human,1.0,3031.75,Type 5 Incident,2020/05/23 15:24:00+00,Taylor,US-FL,Private,WF,,2020,5,2020-05-23FLTAYLOR,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2015-AKTAD-000739,Our,2015-07-12 15:49:47+00:00,Natural,1563.9,0.0,Type 5 Incident,2015/07/13 03:59:59+00,Yukon-Koyukuk,US-AK,Federal,WF,,2015,7,2015-07-12AKYUKON-KOYUKUK,,,,,,,
2019-CAMDF-000836,LONE,2019-09-05 23:13:59+00:00,Natural,5737.0,1500000.0,Type 4 Incident,2019/09/17 12:59:59+00,Modoc,US-CA,Federal,WF,,2019,9,2019-09-05CAMODOC,,,,,,,
2019-IDNCF-000591,Wylies,2019-08-06 00:38:44+00:00,Natural,0.25,10000.0,Type 4 Incident,2019/10/03 18:30:00+00,Idaho,US-ID,Federal,WF,,2019,8,2019-08-06IDIDAHO,,,,,,,
2017-IDNCF-000306,Moose Creek 1,2017-07-14 23:03:00+00:00,Natural,20221.0,500000.0,Type 4 Incident,2017/10/12 15:59:59+00,Idaho,US-ID,Federal,WF,,2017,7,2017-07-14IDIDAHO,,,,,,,
2017-CAPNF-001145,POSLIN,2017-08-07 00:48:00+00:00,Natural,860.0,485000.0,Type 4 Incident,2017/08/10 12:59:59+00,Lassen,US-CA,Federal,WF,,2017,8,2017-08-07CALASSEN,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2016-NCECA-000039,LONG BRANCH 3,2016-11-14 20:50:00+00:00,,1.0,5000.0,,,Jackson,US-NC,Federal,WF,,2016,11,2016-11-14NCJACKSON,,,,,,,
2018-ORPRD-000610,SOLITUDE 0610 PR,2018-07-09 01:31:59+00:00,Human,708.0,610000.0,Type 4 Incident,2018/07/14 23:29:59+00,Wheeler,US-OR,Federal,WF,,2018,7,2018-07-09ORWHEELER,,,,,,,
2015-CASRF-001470,NICKOWITZ,2015-08-01 18:23:00+00:00,Natural,6881.0,11600000.0,Type 3 Incident,2015/09/16 12:59:59+00,Del Norte,US-CA,Federal,WF,,2015,8,2015-08-01CADEL NORTE,,,,,,,
2020-TXTXS-200064,Longfellow Nine Mile-2,2020-03-01 20:15:44+00:00,Unknown,330.0,1.0,Type 4 Incident,,Terrell,US-TX,,WF,,2020,3,2020-03-01TXTERRELL,0.0,0.0,0.0,0.0,0.0,0.0,4830.0
2015-COSJF-000971,Little Devil,2015-08-18 20:16:10+00:00,Natural,48.0,20000.0,Type 4 Incident,2015/08/27 18:59:59+00,Archuleta,US-CO,Federal,WF,,2015,8,2015-08-18COARCHULETA,,,,,,,
2017-OKSEU-000416,Beaver Dam Road,2017-11-30 18:14:59+00:00,,175.0,3300.0,Type 3 Incident,2017/12/02 21:00:00+00,McCurtain,US-OK,,WF,,2017,11,2017-11-30OKMCCURTAIN,,,,,,,
2017-KYKYS-17-4008,Mt. Parkway,2017-11-25 18:30:00+00:00,,139.0,6800.0,Type 4 Incident,2017/11/25 18:30:00+00,Magoffin,US-KY,,WF,,2017,11,2017-11-25KYMAGOFFIN,0.0,0.0,0.0,0.0,0.0,0.0,154.0
2016-AKMSS-601281,Carney,2016-06-17 22:32:29+00:00,Human,0.1,368.0,Type 5 Incident,,Matanuska-Susitna,US-AK,Other,WF,,2016,6,2016-06-17AKMATANUSKA-SUSITNA,,,,,,,
2018-AKGAD-000234,Pilot Station Dump,2018-06-12 04:33:24+00:00,Human,0.1,0.0,,,Kusilvak,US-AK,Private,WF,,2018,6,2018-06-12AKKUSILVAK,,,,,,,
2020-TXTXS-200738,Windy Jonathan,2020-10-11 17:39:59+00:00,Human,2.0,1.0,Type 5 Incident,2020/10/12 12:59:59+00,Randall,US-TX,Private,WF,,2020,10,2020-10-11TXRANDALL,5.0,1.0,0.0,0.0,0.0,0.0,2.25
2018-NMGNF-000268,Juniper,2018-06-07 17:44:00+00:00,Natural,120.0,100000.0,Type 4 Incident,2018/06/08 01:30:00+00,Catron,US-NM,Federal,WF,,2018,6,2018-06-07NMCATRON,,,,,,,
2015-MTLNF-000874,Camp Lake,2015-08-16 00:12:19+00:00,Natural,0.25,500.0,Type 5 Incident,2015/09/01 00:00:00+00,Powell,US-MT,Federal,WF,,2015,8,2015-08-16MTPOWELL,,,,,,,
2017-MSMSS-004607,CR 54,2017-04-14 21:59:59+00:00,,2.0,400.0,Type 5 Incident,2017/04/14 22:15:00+00,Chickasaw,US-MS,,WF,,2017,4,2017-04-14MSCHICKASAW,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2018-OKECU-180153,T R RANCH,2018-03-23 14:36:59+00:00,,266.0,600.0,Type 4 Incident,2018/03/23 14:45:00+00,Pittsburg,US-OK,,WF,,2018,3,2018-03-23OKPITTSBURG,,,,,,,
2018-OKOKS-180040,East Reydon,2018-04-12 21:59:59+00:00,Unknown,1232.6,26000.0,Type 4 Incident,2018/04/14 21:59:59+00,Roger Mills,US-OK,,WF,,2018,4,2018-04-12OKROGER MILLS,,,,,,,
2017-NVWID-020078,Trinity,2017-06-20 07:54:59+00:00,Natural,8895.69,200000.0,Type 4 Incident,2017/06/22 03:00:00+00,Pershing,US-NV,Federal,WF,,2017,6,2017-06-20NVPERSHING,0.0,0.0,0.0,0.0,0.0,0.0,8924.01
2016-NVGBP-040129,Strawberry,2016-08-08 19:30:00+00:00,Natural,4657.0,5312566.0,Type 4 Incident,2016/08/22 02:00:00+00,White Pine,US-NV,Federal,WF,,2016,8,2016-08-08NVWHITE PINE,0.0,0.0,0.0,0.0,1.0,0.0,12352.0
2019-GAGAS-081901,Deloach Church Rd Fire,2019-06-02 20:15:00+00:00,Human,0.3,3000.0,Type 5 Incident,2019/06/02 20:15:00+00,Bulloch,US-GA,,WF,,2019,6,2019-06-02GABULLOCH,,,,,,,
2017-NVEKD-010155,Dry Gulch,2017-07-04 23:58:00+00:00,Natural,55328.7,2700000.0,Type 4 Incident,2017/07/12 02:00:00+00,Elko,US-NV,Federal,WF,,2017,7,2017-07-04NVELKO,0.0,0.0,0.0,0.0,1.0,0.0,55328.7
2016-NCNCS-160044,MUSKRAT,2016-11-11 18:14:59+00:00,Human,104.0,243453.0,Type 1 Incident,2016/11/26 00:00:00+00,Macon,US-NC,,WF,,2016,11,2016-11-11NCMACON,20.0,0.0,6.0,0.0,0.0,0.0,196.2
2019-ALALF-000212,OK 426X,2019-10-11 16:43:00+00:00,Human,214.0,30000.0,Type 4 Incident,2019/10/12 17:00:00+00,Chilton,US-AL,Federal,WF,,2019,10,2019-10-11ALCHILTON,,,,,,,
2016-OKECU-160120,MULE CAMP FIRE,2016-03-05 23:39:59+00:00,Human,128.0,1000.0,Type 4 Incident,2016/03/05 23:39:59+00,Latimer,US-OK,,WF,,2016,3,2016-03-05OKLATIMER,,,,,,,
2014-IDSTF-000150,HELL ROARING,2014-07-04 17:47:00+00:00,Human,384.0,1600000.0,,,Custer,US-ID,,WF,,2014,7,2014-07-04IDCUSTER,,,,,,,
2020-CASQF-002622,SQF COMPLEX,2020-08-24 18:25:36+00:00,Unknown,175019.0,122500000.0,Type 5 Incident,2020/12/24 15:59:59+00,Tulare,US-CA,,CX,,2020,8,2020-08-24CATULARE,,,,,,,
2018-KSGWX-002358,18-38,2018-03-07 16:30:00+00:00,Human,1000.0,62000.0,Type 4 Incident,2018/03/07 16:30:00+00,Greenwood,US-KS,,WF,,2018,3,2018-03-07KSGREENWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2017-CAYNP-000108,South Fork,2017-08-13 21:27:59+00:00,Undetermined,7564.0,8607455.0,Type 4 Incident,2017/10/05 15:00:00+00,Mariposa,US-CA,Federal,WF,,2017,8,2017-08-13CAMARIPOSA,0.0,0.0,0.0,0.0,0.0,0.0,125.0
2015-MSMSS-001104,Wolf Branch,2015-10-20 18:00:00+00:00,Human,4.0,900.0,Type 5 Incident,2015/10/22 12:00:00+00,Lamar,US-MS,,WF,,2015,10,2015-10-20MSLAMAR,4.0,0.0,0.0,1.0,0.0,0.0,5.0
2020-TXTXS-200179,McDaniel,2020-06-13 22:11:22+00:00,Human,4216.0,1.0,Type 3 Incident,2020/06/18 12:59:59+00,Coke,US-TX,Private,WF,,2020,6,2020-06-13TXCOKE,0.0,0.0,0.0,0.0,0.0,0.0,4404.0
2016-TNTNS-200023,CLIFF TOPPS,2016-11-11 18:39:00+00:00,Human,735.0,20000.0,Type 4 Incident,2016/12/31 14:00:00+00,Marion,US-TN,,WF,,2016,11,2016-11-11TNMARION,,,,,,,
2020-CACNF-002833,Valley,2020-09-05 21:16:00+00:00,Human,16390.0,13432955.0,Type 3 Incident,2020/09/19 23:29:59+00,San Diego,US-CA,Federal,WF,Brush,2020,9,2020-09-05CASAN DIEGO,,,,,,,
2015-OKSEU-15-10135,Boggy Creek East,2015-03-29 20:45:00+00:00,Human,400.0,2000.0,,,Atoka,US-OK,,WF,,2015,3,2015-03-29OKATOKA,,,,,,,
2017-OKOKS-170016,Salt Fork,2017-03-01 17:00:00+00:00,Human,1211.0,90000.0,Type 3 Incident,2017/03/02 18:30:00+00,Jackson,US-OK,,WF,,2017,3,2017-03-01OKJACKSON,,,,,,,
2016-OKOKS-000167,Gilmore,2016-02-18 20:21:00+00:00,Undetermined,300.0,30000.0,Type 4 Incident,2016/02/19 04:05:00+00,Le Flore,US-OK,,WF,,2016,2,2016-02-18OKLE FLORE,,,,,,,
2018-WVWVS-S201840074,Coalwood Mtn,2018-05-02 05:15:00+00:00,Human,160.0,1472.0,Type 4 Incident,2018/05/02 17:15:00+00,McDowell,US-WV,,WF,,2018,5,2018-05-02WVMCDOWELL,0.0,0.0,0.0,0.0,0.0,0.0,160.0
2015-AKSWS-504628,Red Devil,2015-06-25 15:26:51+00:00,Natural,761.0,745510.0,Type 3 Incident,2015/07/02 14:00:00+00,Bethel,US-AK,Other,WF,,2015,6,2015-06-25AKBETHEL,,,,,,,
2020-FLFLS-140157,BONE VALLEY 2,2020-03-03 15:14:59+00:00,Human,425.0,3694.5,Type 5 Incident,2020/03/07 14:48:59+00,Polk,US-FL,,WF,,2020,3,2020-03-03FLPOLK,0.0,0.0,0.0,0.0,0.0,0.0,425.0
2019-TXTXS-190161,190 East,2019-08-06 17:58:05+00:00,Human,6983.0,0.0,Type 5 Incident,2019/08/08 12:59:59+00,Crockett,US-TX,,WF,,2019,8,2019-08-06TXCROCKETT,0.0,0.0,0.0,0.0,0.0,0.0,7119.0
2016-FLFLS-080340,Shell Mound 2,2016-06-28 23:00:00+00:00,Natural,131.0,0.0,Type 4 Incident,2016/06/30 23:00:00+00,Levy,US-FL,,WF,,2016,6,2016-06-28FLLEVY,1.0,0.0,0.0,0.0,0.0,0.0,135.0
2017-FLFLS-150178,State Road 31,2017-03-24 17:15:00+00:00,Human,250.0,0.0,Type 5 Incident,2017/03/28 12:59:59+00,Charlotte,US-FL,,WF,,2017,3,2017-03-24FLCHARLOTTE,0.0,0.0,0.0,0.0,0.0,0.0,356.0
2016-WYBTF-001641,Heart Six,2016-08-30 03:40:00+00:00,Undetermined,0.1,1000.0,Type 5 Incident,2016/08/30 12:00:00+00,Teton,US-WY,,WF,,2016,8,2016-08-30WYTETON,,,,,,,
2016-AKUYD-000522,Bates,2016-07-16 02:23:14+00:00,Natural,0.1,0.0,,,Yukon-Koyukuk,US-AK,Other,WF,,2016,7,2016-07-16AKYUKON-KOYUKUK,,,,,,,
2018-WANCP-000267,Little Fork,2018-08-18 01:47:00+00:00,Natural,200.0,25000.0,Type 5 Incident,2018/09/27 17:00:00+00,Whatcom,US-WA,Federal,WF,,2018,8,2018-08-18WAWHATCOM,,,,,,,
2016-OKOKS-160037,Logan Estates,2016-12-29 18:30:00+00:00,Human,120.0,8000.0,Type 4 Incident,2016/12/29 18:59:59+00,Tulsa,US-OK,,WF,,2016,12,2016-12-29OKTULSA,,,,,,,
2018-CATCU-010699,Tulloch,2018-09-08 20:34:00+00:00,Human,573.0,330000.0,Type 3 Incident,2018/09/09 12:59:59+00,Tuolumne,US-CA,,WF,,2018,9,2018-09-08CATUOLUMNE,0.0,0.0,12.0,0.0,0.0,0.0,573.0
2017-CAMMU-013759,Banderilla,2017-07-07 22:44:59+00:00,,36.0,250000.0,Type 3 Incident,2017/07/08 12:59:59+00,Mariposa,US-CA,,WF,,2017,7,2017-07-07CAMARIPOSA,0.0,0.0,9.0,0.0,0.0,0.0,41.0
2019-WANES-001773,GRAHAM ,2019-07-24 19:56:00+00:00,Natural,104.0,648775.0,Type 3 Incident,2019/07/28 11:00:00+00,Spokane,US-WA,,WF,,2019,7,2019-07-24WASPOKANE,,,,,,,
2017-UTASF-100334,SLAB,2017-08-27 00:35:00+00:00,Natural,1.7,21500.0,Type 5 Incident,2017/08/31 21:00:00+00,Duchesne,US-UT,Federal,WF,,2017,8,2017-08-27UTDUCHESNE,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2017-WYWRA-000626,ST LAWRENCE,2017-09-13 20:41:00+00:00,Undetermined,164.0,80000.0,Type 3 Incident,2017/09/20 19:15:00+00,Fremont,US-WY,Federal,WF,,2017,9,2017-09-13WYFREMONT,,,,,,,
2017-NVNNS-010468,The E,2017-09-07 19:30:00+00:00,Natural,279.35,150000.0,Type 4 Incident,2017/09/09 03:30:00+00,Elko,US-NV,,WF,,2017,9,2017-09-07NVELKO,40.0,0.0,21.0,0.0,0.0,0.0,302.33000000000004
2015-WYYNP-001508,SPRUCE,2015-09-09 15:40:59+00:00,Natural,2594.0,67000.0,Type 4 Incident,2015/10/29 19:30:00+00,Teton,US-WY,Federal,WF,,2015,9,2015-09-09WYTETON,,,,,,,
2018-COBCP-000140,Ridge Top ,2018-07-03 22:05:00+00:00,Natural,0.1,6000.0,Type 5 Incident,2018/07/05 21:59:59+00,Montrose,US-CO,Federal,WF,,2018,7,2018-07-03COMONTROSE,,,,,,,
